system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
canary-v2,0.580046403712297,7.994341479999007,8.022439574213426,0.6885795353451558,0.6869974737282488
phi4multimodal,7.308584686774942,5.442368677936131,6.110439522256708,0.8339752141697432,0.7670880407397473
qwen2audio-7b,3.7122969837587005,9.48429352982,9.89208899307002,0.5684064957907471,0.5547424226463394
seamlessm4t,0.11600928074245939,7.183885130867051,7.183885130867051,0.7199567481508077,0.7197045515639289
voxtral-small-24b,0.0,4.373822479264642,4.373822479264642,0.8165315698979211,0.8165315698979211
