system,accent,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,AUSTRALIAN ENGLISH,2.0,1.121468543857336,1.6053357188403607,0.9799898141622543,0.9601787763834
aya_canary-v2,CANADIAN ENGLISH,0.0,1.8717653197050095,1.8717653197050095,0.9550959945470094,0.9550959945470094
aya_canary-v2,ENGLAND ENGLISH,2.0,2.1588495283946396,2.641751474700868,0.9536720058321952,0.9341150769591331
aya_canary-v2,FILIPINO,3.0,1.7378508994728328,2.4629696366935967,0.9594758787751198,0.9298559334874154
aya_canary-v2,GERMAN ENGLISH NON NATIVE SPEAKER,0.0,1.3902831603586674,1.3902831603586674,0.971808340549469,0.971808340549469
aya_canary-v2,HONG KONG ENGLISH,2.0,2.0152474619448184,2.4997461036592723,0.9519462847709655,0.9321928119659424
aya_canary-v2,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,1.0,2.0283434419333934,2.271255901902914,0.9472664561867714,0.9372664561867714
aya_canary-v2,IRISH ENGLISH,5.0,1.4848262766748668,2.6282861749082804,0.9588883291184902,0.9119774363934994
aya_canary-v2,MALAYSIAN ENGLISH,0.0,2.1472966915741565,2.1472966915741565,0.940585767030716,0.940585767030716
aya_canary-v2,NEW ZEALAND ENGLISH,0.0,1.3479537707567215,1.3479537707567215,0.966449021100998,0.966449021100998
aya_canary-v2,SCOTTISH ENGLISH,1.0,1.3397707780078054,1.5533801325038075,0.9716103672981262,0.9619344627857208
aya_canary-v2,SINGAPOREAN ENGLISH,1.0,1.622975064329803,1.87204241912812,0.9612359988689423,0.9512359988689423
aya_canary-v2,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,0.0,1.113438886925578,1.113438886925578,0.9703473232686519,0.9703473232686519
aya_canary-v2,UNITED STATES ENGLISH,3.0,1.8995337652787567,2.5700491594895722,0.9289023200422526,0.9023334959894419
aya_owsm4.0-ctc,AUSTRALIAN ENGLISH,3.0,1.793044913597405,2.4081557734683154,0.961671041995287,0.934774211794138
aya_owsm4.0-ctc,CANADIAN ENGLISH,0.0,2.492403515204787,2.492403515204787,0.9355827824771404,0.9355827824771404
aya_owsm4.0-ctc,ENGLAND ENGLISH,3.0,2.7135029566287994,3.2146627426147463,0.9301881244778634,0.9094316059350968
aya_owsm4.0-ctc,FILIPINO,2.0,2.1770334224402905,2.6149973188340665,0.9459751984477043,0.9278614589571953
aya_owsm4.0-ctc,GERMAN ENGLISH NON NATIVE SPEAKER,2.0,1.6157000324130057,2.0285089513659478,0.9619180405139923,0.9436253744363785
aya_owsm4.0-ctc,HONG KONG ENGLISH,3.0,2.3060761606693267,2.956469700559974,0.938588616847992,0.9106904536485672
aya_owsm4.0-ctc,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,1.0,2.9511692411452533,3.194081701114774,0.9207626333832741,0.9107626333832741
aya_owsm4.0-ctc,IRISH ENGLISH,8.0,2.1429488376528023,3.910487617328763,0.9365121002495289,0.8654370625317097
aya_owsm4.0-ctc,MALAYSIAN ENGLISH,0.0,3.2532051787152887,3.2532051787152887,0.9191683952510357,0.9191683952510357
aya_owsm4.0-ctc,NEW ZEALAND ENGLISH,1.0,1.7071613700687884,1.8624168498814107,0.9586481827497483,0.9528008979558945
aya_owsm4.0-ctc,SCOTTISH ENGLISH,2.0,1.777195636369288,2.1267799440398814,0.9513124670088291,0.9395686256885528
aya_owsm4.0-ctc,SINGAPOREAN ENGLISH,1.0,2.340131467320025,2.589198822118342,0.9299031087756157,0.9199031087756157
aya_owsm4.0-ctc,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,0.0,2.2057382477074863,2.2057382477074863,0.9397370371222497,0.9397370371222497
aya_owsm4.0-ctc,UNITED STATES ENGLISH,4.0,2.651363857164979,3.311469853296876,0.9055859149992466,0.8776615653932095
aya_seamlessm4t,AUSTRALIAN ENGLISH,2.0,0.6522196077555418,1.1413736575096847,0.9905836266279221,0.9707944136857987
aya_seamlessm4t,CANADIAN ENGLISH,0.0,1.6323346654698252,1.6323346654698252,0.9629032772779464,0.9629032772779464
aya_seamlessm4t,ENGLAND ENGLISH,1.0,2.0742819721251724,2.3127746254950763,0.9532481372356415,0.9436551821231842
aya_seamlessm4t,FILIPINO,2.0,0.9613339741528034,1.4507377262413501,0.9831677621603012,0.9634598165750503
aya_seamlessm4t,GERMAN ENGLISH NON NATIVE SPEAKER,0.0,1.002098748795688,1.002098748795688,0.9806988757848739,0.9806988757848739
aya_seamlessm4t,HONG KONG ENGLISH,3.0,0.7853395845368505,1.5058687522634864,0.9825756603479385,0.9534007960557938
aya_seamlessm4t,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,1.0,1.5871078857034444,1.8300203456729651,0.9539268267154694,0.9439268267154693
aya_seamlessm4t,IRISH ENGLISH,6.0,1.1603613801300525,2.552364299148321,0.974473707973957,0.9213244473934173
aya_seamlessm4t,MALAYSIAN ENGLISH,2.0,1.034218035005033,1.5122191416844726,0.9789246129989624,0.9605502140522003
aya_seamlessm4t,NEW ZEALAND ENGLISH,0.0,0.8221268860623241,0.8221268860623241,0.9829845720529556,0.9829845720529556
aya_seamlessm4t,SCOTTISH ENGLISH,1.0,0.7368714184686541,0.941984991542995,0.9868381732702255,0.9773902904987335
aya_seamlessm4t,SINGAPOREAN ENGLISH,2.0,0.8913569225743413,1.2783107348158955,0.9698128171265126,0.9564422102272511
