system,accent,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,AUSTRALIAN ENGLISH,4.0,2.4019104340672492,3.2719809487462044,0.9326044100522995,0.898652238547802
aya_canary-v2,CANADIAN ENGLISH,2.0,3.1730287998914717,3.5842758864164352,0.9177632364630699,0.899360935986042
aya_canary-v2,ENGLAND ENGLISH,1.0,4.004091209173202,4.101653064489365,0.868817920461297,0.8666663760691882
aya_canary-v2,FILIPINO,4.0,3.1980486826598646,4.075059206932783,0.8759777514636516,0.8409641174972058
aya_canary-v2,GERMAN ENGLISH NON NATIVE SPEAKER,4.0,2.613347970843315,3.552355915904045,0.9285297924280167,0.890861993432045
aya_canary-v2,HONG KONG ENGLISH,1.0,3.26159439355135,3.5095450292527675,0.8601127058267594,0.8501127058267594
aya_canary-v2,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,1.0,3.5094513082504273,3.6943245220184324,0.8561325374245644,0.8526439520716668
aya_canary-v2,IRISH ENGLISH,7.000000000000001,2.6340625193715095,4.172988208830357,0.9291670788824559,0.8707142122089863
aya_canary-v2,MALAYSIAN ENGLISH,1.0,3.8244673427939415,4.06059681981802,0.8419033966958522,0.8319033966958522
aya_canary-v2,NEW ZEALAND ENGLISH,3.0,2.7302936151623727,3.403084707558155,0.8922607266902923,0.8670081305503845
aya_canary-v2,SCOTTISH ENGLISH,2.0,2.3802675369381903,2.865728090107441,0.9232823820412159,0.9034587080776691
aya_canary-v2,SINGAPOREAN ENGLISH,4.0,2.843819238245487,3.6505887013673783,0.9066728878021241,0.8758289983868599
aya_canary-v2,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,0.0,2.4857851296663283,2.4857851296663283,0.9205921530723572,0.9205921530723572
aya_canary-v2,UNITED STATES ENGLISH,1.0,3.2340245369076728,3.421680877506733,0.857005564570427,0.8547969742119312
aya_owsm4.0-ctc,AUSTRALIAN ENGLISH,5.0,3.2733318629860877,4.203146891891956,0.8853048612177372,0.8528702728450298
aya_owsm4.0-ctc,CANADIAN ENGLISH,2.0,4.088851229548454,4.500098316073418,0.8714287438988686,0.8530264434218406
aya_owsm4.0-ctc,ENGLAND ENGLISH,0.0,4.460660033524037,4.460660033524037,0.8277301292121411,0.8277301292121411
aya_owsm4.0-ctc,FILIPINO,3.0,3.5314475496113302,4.082594164162874,0.8682368785142899,0.845473462343216
aya_owsm4.0-ctc,GERMAN ENGLISH NON NATIVE SPEAKER,5.0,2.8153441286087038,3.907331172823906,0.9082157443463802,0.862043427079916
aya_owsm4.0-ctc,HONG KONG ENGLISH,1.0,3.761855151951313,4.009805787652731,0.8340581172704696,0.8240581172704696
aya_owsm4.0-ctc,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,1.0,4.657425068914891,4.80783636957407,0.7927848238497972,0.7913157937675714
aya_owsm4.0-ctc,IRISH ENGLISH,6.0,3.5684055241942407,4.892568498551846,0.8791985763609409,0.8289595402777195
aya_owsm4.0-ctc,MALAYSIAN ENGLISH,3.0,4.926404938995838,5.371132028400898,0.7718273022770882,0.7539459660649299
aya_owsm4.0-ctc,NEW ZEALAND ENGLISH,2.0,3.2980690696835517,3.7848755225539206,0.8703566354513168,0.8503566354513168
aya_owsm4.0-ctc,SCOTTISH ENGLISH,2.0,3.0733709076046942,3.558831460773945,0.8729944536089898,0.853170779645443
aya_owsm4.0-ctc,SINGAPOREAN ENGLISH,4.0,3.733910292983055,4.56864101022482,0.857910119369626,0.8269267440587282
aya_owsm4.0-ctc,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,1.0,3.399315955042839,3.5910710495710374,0.8497322304546833,0.846399971395731
aya_owsm4.0-ctc,UNITED STATES ENGLISH,3.0,4.4638769459724426,4.867595489025116,0.8013470122218131,0.7896908853948116
aya_seamlessm4t,AUSTRALIAN ENGLISH,5.0,1.774246261715889,2.8928731507062913,0.9656403395533562,0.9208226197957993
aya_seamlessm4t,CANADIAN ENGLISH,1.0,2.834093694090843,3.0319021075963972,0.9368316322565079,0.9269089978933335
aya_seamlessm4t,ENGLAND ENGLISH,0.0,3.8088035625219345,3.8088035625219345,0.8623958145081997,0.8623958145081997
aya_seamlessm4t,FILIPINO,3.0,2.165277768224478,2.7984221290051936,0.9538486161828041,0.9283009985089302
aya_seamlessm4t,GERMAN ENGLISH NON NATIVE SPEAKER,3.0,2.1576775822043417,2.8595388954877854,0.9568803000450135,0.9289895188808441
aya_seamlessm4t,HONG KONG ENGLISH,2.0,1.7114717973768712,2.185143954008818,0.951351645886898,0.9344940802454949
aya_seamlessm4t,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,0.0,3.0635398238897324,3.0635398238897324,0.8677265562862158,0.8677265562862158
aya_seamlessm4t,IRISH ENGLISH,6.0,2.306724051237106,3.709527487754822,0.9408373610675335,0.8850948832929134
aya_seamlessm4t,MALAYSIAN ENGLISH,1.0,1.9316477724909782,2.1677772495150567,0.9611741517484188,0.9511741517484188
aya_seamlessm4t,NEW ZEALAND ENGLISH,4.0,2.069716301560402,2.968540995121002,0.9416399350762368,0.9025809964537621
aya_seamlessm4t,SCOTTISH ENGLISH,2.0,1.578055610358715,2.0631286600232124,0.9707097324728966,0.9508860585093498
aya_seamlessm4t,SINGAPOREAN ENGLISH,4.0,2.014226103723049,2.7745866227149962,0.951738026291132,0.9225346373021602
