system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
canary-v2,7.751937984496124,18.12003821106844,18.634249720832173,0.3441645672154981,0.3310437908006269
phi4multimodal,42.7906976744186,14.431767845939296,16.54287759019423,0.604339182596336,0.3685782202570013
qwen2audio-7b,1.550387596899225,13.647230174282724,13.833763630907665,0.4757399131854375,0.46782832623914233
seamlessm4t,2.4806201550387597,17.810882877795272,17.94521050060442,0.3547467329705408,0.3481278479907864
voxtral-small-24b,1.3953488372093024,10.82142453763143,10.988461976608102,0.5982904288499046,0.5908534029498697
