system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
canary-v2,27.61904761904762,18.58364434488236,22.66324618146533,0.14967023060908394,0.0972969429597022
phi4multimodal,7.724867724867725,5.244405852486848,6.508518950964408,0.7595106670938472,0.6959195549052859
qwen2audio-7b,4.444444444444445,5.933047604939294,6.64965824626741,0.7073306205647963,0.6789696872943923
seamlessm4t,1.164021164021164,12.53189588022374,12.645750903582604,0.4651159629802264,0.46367554226495994
voxtral-small-24b,0.0,9.01042908771486,9.01042908771486,0.5437852768828629,0.5437852768828629
