system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
canary-v2,100.0,21.25092624547681,25.0,0.9431443775978067,0.0
phi4multimodal,8.204334365325078,4.8915923314382415,5.020406509054704,0.8489013239741325,0.7709198561107781
qwen2audio-7b,0.46439628482972134,3.3975241323788836,3.41734851765282,0.8086679323169839,0.804615854109773
seamlessm4t,0.0,5.03794494838722,5.03794494838722,0.7372896465885196,0.7372896465885196
voxtral-small-24b,0.0,2.129197699505109,2.129197699505109,0.8979565874664777,0.8979565874664777
